,patch,winside,BB1,RB1,BB2,RB2,BB3,BP1,RP1,RP2,BP2,BP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5
11,10.5,Red,pantheon,aphelios,kalista,zoe,olaf,sett,aatrox,thresh,jarvaniv,missfortune,leblanc,diana,azir,leesin,rumble,corki,nautilus,gragas
12,10.5,Blue,leblanc,aphelios,irelia,olaf,zoe,senna,jarvaniv,sett,sejuani,tahmkench,renekton,rumble,mordekaiser,neeko,thresh,azir,kled,taliyah
13,10.5,Blue,leblanc,aphelios,irelia,olaf,zoe,senna,jarvaniv,sett,sejuani,tahmkench,mordekaiser,rumble,ornn,neeko,thresh,azir,renekton,syndra
14,10.5,Red,irelia,leblanc,zoe,sett,senna,renekton,missfortune,nautilus,sylas,varus,thresh,gangplank,tahmkench,mordekaiser,ornn,braum,lucian,syndra
15,10.5,Blue,leblanc,aphelios,sylas,zoe,syndra,sett,ornn,senna,braum,varus,olaf,jarvaniv,reksai,tahmkench,leesin,gragas,irelia,mordekaiser
16,10.5,Red,renekton,aphelios,thresh,senna,rumble,sett,jarvaniv,varus,elise,missfortune,leona,kassadin,aatrox,nautilus,azir,bard,corki,blitzcrank
17,10.5,Red,renekton,aphelios,thresh,senna,rumble,sett,jarvaniv,varus,aatrox,kaisa,elise,kassadin,gragas,corki,azir,qiyana,sylas,maokai
18,10.5,Blue,renekton,aphelios,thresh,senna,rumble,sett,jarvaniv,varus,aatrox,kaisa,elise,kassadin,gragas,morgana,bard,azir,trundle,corki
19,10.5,Red,olaf,zoe,pantheon,aphelios,renekton,sejuani,mordekaiser,trundle,irelia,sylas,varus,blitzcrank,senna,nautilus,kalista,leona,missfortune,braum
20,10.5,Red,olaf,zoe,pantheon,aphelios,rumble,sett,elise,renekton,leblanc,leesin,varus,senna,kaisa,kalista,missfortune,caitlyn,morgana,nautilus
21,10.5,Blue,olaf,zoe,pantheon,aphelios,rumble,sett,aatrox,nautilus,kled,sejuani,kaisa,trundle,senna,tahmkench,sylas,leona,missfortune,vladimir
22,10.5,Red,leblanc,aphelios,renekton,olaf,varus,sett,irelia,sejuani,lissandra,trundle,thresh,nautilus,braum,leona,kalista,kaisa,taric,rakan
23,10.5,Blue,zoe,aphelios,mordekaiser,renekton,varus,senna,elise,kalista,olaf,tahmkench,sylas,irelia,azir,pantheon,ornn,aatrox,leblanc,qiyana
24,10.5,Red,elise,kassadin,sett,renekton,olaf,aatrox,kalista,thresh,blitzcrank,missfortune,azir,rumble,corki,jarvaniv,pantheon,cassiopeia,sejuani,ekko
25,10.5,Blue,elise,kassadin,sett,zoe,olaf,renekton,ornn,varus,missfortune,sejuani,azir,rumble,blitzcrank,thresh,leona,braum,corki,aurelionsol
26,10.5,Blue,kassadin,elise,zoe,aphelios,jarvaniv,sett,missfortune,sejuani,kaisa,olaf,blitzcrank,thresh,diana,azir,nautilus,ornn,rumble,corki
27,10.5,Blue,pantheon,aphelios,sett,kassadin,elise,varus,kaisa,olaf,aatrox,leblanc,nidalee,ornn,kindred,gangplank,mordekaiser,jarvaniv,leona,thresh
28,10.5,Red,leblanc,aphelios,senna,pantheon,elise,renekton,aatrox,varus,kaisa,nautilus,zoe,olaf,taliyah,qiyana,reksai,cassiopeia,gragas,kassadin
29,10.5,Blue,zoe,sett,varus,renekton,leblanc,aphelios,elise,ezreal,leesin,mordekaiser,morgana,azir,thresh,braum,alistar,rakan,sylas,irelia
30,10.5,Red,rumble,aphelios,olaf,zoe,mordekaiser,varus,missfortune,sett,aatrox,thresh,leblanc,kled,sejuani,diana,elise,ekko,qiyana,pantheon
31,10.5,Blue,rumble,aphelios,olaf,zoe,mordekaiser,renekton,nautilus,sett,thresh,varus,ekko,kled,gragas,lissandra,leesin,leblanc,reksai,blitzcrank
32,10.5,Red,irelia,sylas,zoe,sett,olaf,renekton,elise,varus,ekko,missfortune,qiyana,thresh,lucian,morgana,pantheon,azir,leona,nautilus
33,10.5,Blue,leblanc,irelia,syndra,renekton,sylas,aphelios,ezreal,sett,aatrox,nautilus,leesin,rumble,elise,jarvaniv,olaf,trundle,viktor,taliyah
34,10.5,Blue,karma,aphelios,olaf,sett,zoe,elise,renekton,senna,aatrox,varus,thresh,sejuani,blitzcrank,jarvaniv,gragas,jayce,yuumi,lucian
35,10.5,Red,leesin,olaf,leblanc,sett,renekton,aphelios,senna,zoe,irelia,sejuani,nautilus,trundle,yuumi,jarvaniv,elise,mordekaiser,thresh,gangplank
36,10.5,Blue,elise,renekton,senna,kassadin,sett,aphelios,nautilus,pantheon,aatrox,leona,olaf,sylas,jarvaniv,leblanc,zoe,sejuani,twistedfate,mordekaiser
37,10.5,Blue,renekton,aphelios,kassadin,senna,thresh,missfortune,jarvaniv,varus,nautilus,pantheon,elise,rumble,gragas,mordekaiser,zoe,aatrox,leblanc,ornn
38,10.5,Blue,elise,renekton,senna,aphelios,sett,missfortune,jarvaniv,rumble,kassadin,nautilus,leesin,qiyana,olaf,pantheon,braum,aatrox,trundle,kalista
39,10.5,Red,elise,aphelios,varus,sett,rumble,kalista,missfortune,ornn,jarvaniv,thresh,zoe,kindred,cassiopeia,reksai,leesin,leblanc,mordekaiser,galio
40,10.5,Red,diana,aphelios,pantheon,sett,elise,olaf,ornn,varus,braum,lucian,leblanc,leesin,zoe,aurelionsol,rumble,aatrox,azir,kindred
41,10.5,Red,azir,aphelios,zoe,renekton,olaf,aatrox,kalista,thresh,senna,tahmkench,elise,ornn,ekko,kennen,rumble,diana,reksai,cassiopeia
42,10.5,Red,jarvaniv,aphelios,sett,kalista,rumble,varus,elise,renekton,olaf,thresh,quinn,tahmkench,orianna,missfortune,syndra,aatrox,lissandra,blitzcrank
43,10.5,Red,renekton,aphelios,sett,kalista,irelia,rumble,jarvaniv,varus,ezreal,lucian,olaf,leblanc,braum,azir,corki,nautilus,trundle,thresh
44,10.5,Red,zoe,elise,jarvaniv,aphelios,sejuani,renekton,gragas,sett,missfortune,nautilus,qiyana,mordekaiser,olaf,thresh,braum,leesin,sylas,irelia
45,10.5,Blue,zoe,elise,jarvaniv,aphelios,sejuani,renekton,gragas,sett,missfortune,nautilus,sylas,thresh,olaf,mordekaiser,braum,ekko,qiyana,maokai
46,10.5,Red,zoe,elise,jarvaniv,aphelios,azir,renekton,sejuani,sett,gragas,irelia,varus,nautilus,kaisa,leona,mordekaiser,kalista,taric,alistar
47,10.5,Red,zoe,aphelios,gangplank,sett,mordekaiser,leblanc,aatrox,varus,irelia,sejuani,missfortune,trundle,senna,olaf,jarvaniv,braum,ezreal,rakan
48,10.5,Blue,leblanc,aphelios,qiyana,sett,kassadin,zoe,leesin,varus,missfortune,reksai,mordekaiser,nautilus,sylas,thresh,ornn,aatrox,leona,tahmkench
49,10.5,Red,elise,sett,olaf,zoe,senna,renekton,missfortune,nautilus,braum,varus,leesin,sejuani,jarvaniv,gragas,reksai,nocturne,rumble,sylas
50,10.5,Red,olaf,sett,elise,zoe,senna,renekton,aatrox,missfortune,kaisa,nautilus,leesin,kled,jarvaniv,reksai,sejuani,sylas,trundle,mordekaiser
51,10.5,Red,missfortune,senna,renekton,elise,sett,kalista,thresh,varus,jarvaniv,zoe,blitzcrank,irelia,mordekaiser,aatrox,kassadin,maokai,nautilus,ornn
52,10.5,Blue,senna,renekton,mordekaiser,missfortune,olaf,aphelios,kalista,sett,jarvaniv,thresh,ornn,elise,maokai,kassadin,leesin,kennen,zoe,lissandra
53,10.5,Blue,missfortune,aphelios,renekton,senna,sett,kalista,jarvaniv,varus,elise,nautilus,pantheon,azir,qiyana,aatrox,ornn,irelia,mordekaiser,galio
54,10.5,Blue,leblanc,thresh,syndra,olaf,sett,aphelios,kalista,zoe,elise,irelia,ornn,neeko,nautilus,leona,braum,aatrox,rakan,maokai
55,10.5,Blue,leblanc,olaf,syndra,thresh,sett,aphelios,elise,pantheon,jarvaniv,zoe,leona,tahmkench,nautilus,galio,lucian,ornn,volibear,aatrox
56,10.5,Blue,elise,kalista,renekton,lucian,irelia,aphelios,jayce,missfortune,jarvaniv,rumble,thresh,leblanc,syndra,zoe,leona,nautilus,neeko,corki
57,10.5,Blue,elise,kalista,irelia,lucian,sett,aphelios,renekton,senna,karma,rumble,jarvaniv,zoe,olaf,sejuani,gragas,jayce,zac,leblanc
58,10.5,Red,thresh,zoe,jarvaniv,senna,leblanc,varus,ezreal,renekton,karma,olaf,aatrox,bard,ornn,azir,nautilus,gangplank,leona,corki
59,10.5,Red,thresh,aphelios,jarvaniv,zoe,elise,leblanc,renekton,varus,ashe,gangplank,olaf,bard,tahmkench,leesin,reksai,braum,sylas,morgana
60,10.5,Blue,thresh,aphelios,jarvaniv,zoe,elise,varus,reksai,sett,leblanc,renekton,olaf,bard,sejuani,kaisa,missfortune,sylas,tahmkench,rakan
61,10.5,Red,leblanc,olaf,elise,sett,irelia,zoe,aphelios,ekko,nautilus,renekton,reksai,leona,taliyah,gangplank,ornn,kaisa,sylas,thresh
62,10.5,Blue,pantheon,aphelios,olaf,renekton,varus,senna,aatrox,elise,tahmkench,zoe,jarvaniv,rakan,leesin,nautilus,missfortune,irelia,sejuani,yuumi
63,10.5,Blue,zoe,sett,rumble,elise,leblanc,renekton,aatrox,varus,missfortune,nautilus,sejuani,syndra,jarvaniv,leesin,reksai,gragas,qiyana,lissandra
64,10.5,Red,leblanc,sett,jarvaniv,aphelios,senna,elise,missfortune,renekton,aatrox,kalista,taric,irelia,rumble,jayce,nautilus,leona,syndra,sylas
65,10.5,Red,elise,sylas,olaf,sett,varus,aphelios,missfortune,sejuani,leesin,mordekaiser,braum,zoe,leblanc,thresh,nautilus,leona,syndra,ekko
66,10.5,Blue,olaf,sylas,elise,senna,aphelios,varus,missfortune,sejuani,jarvaniv,mordekaiser,braum,irelia,tahmkench,leona,nautilus,leblanc,thresh,azir
67,10.5,Blue,sylas,aphelios,olaf,senna,kindred,sett,aatrox,elise,missfortune,sejuani,nautilus,morgana,leona,tahmkench,thresh,braum,irelia,azir
68,10.5,Red,pantheon,olaf,senna,renekton,rumble,sett,aphelios,elise,jarvaniv,missfortune,leblanc,braum,nan,qiyana,zoe,azir,nautilus,leona
69,10.5,Blue,renekton,pantheon,olaf,senna,thresh,aphelios,jarvaniv,missfortune,braum,elise,leblanc,leona,zoe,kennen,rakan,aatrox,azir,cassiopeia
70,10.5,Red,olaf,aphelios,elise,jarvaniv,varus,sett,missfortune,renekton,draven,gragas,morgana,kassadin,azir,sylas,nautilus,galio,leona,corki
71,10.5,Blue,jarvaniv,sett,olaf,aphelios,zoe,senna,missfortune,ornn,aatrox,tahmkench,gragas,leesin,sylas,azir,pantheon,elise,kled,taliyah
72,10.5,Blue,senna,kalista,elise,aphelios,maokai,sett,nautilus,varus,ezreal,tahmkench,jarvaniv,leblanc,reksai,leesin,olaf,orianna,trundle,yuumi
73,10.5,Blue,kalista,aphelios,lucian,sett,leblanc,varus,ezreal,rumble,leesin,nautilus,zoe,jarvaniv,pantheon,olaf,elise,azir,ornn,aatrox
74,10.5,Blue,senna,kalista,elise,sett,irelia,varus,missfortune,thresh,braum,lucian,syndra,leesin,olaf,leblanc,gragas,nidalee,rumble,qiyana
75,10.5,Blue,cassiopeia,sett,senna,renekton,olaf,aphelios,leesin,missfortune,aatrox,elise,nocturne,zilean,leona,lissandra,nautilus,diana,thresh,azir
76,10.5,Blue,leblanc,sett,missfortune,renekton,senna,aatrox,elise,nautilus,ekko,pantheon,kalista,qiyana,sivir,irelia,lissandra,kaisa,leona,camille
77,10.4,Red,senna,olaf,leblanc,sett,varus,ornn,aatrox,sylas,thresh,zoe,leesin,blitzcrank,reksai,nautilus,kalista,ezreal,maokai,bard
78,10.4,Blue,ornn,sett,olaf,senna,elise,varus,maokai,zoe,leblanc,mordekaiser,leesin,leona,reksai,yuumi,gangplank,jarvaniv,thresh,nautilus
79,10.4,Red,reksai,sett,leesin,ornn,senna,elise,kalista,olaf,lucian,renekton,blitzcrank,syndra,varus,leblanc,thresh,braum,missfortune,zoe
80,10.4,Red,elise,sett,reksai,ornn,senna,jarvaniv,leesin,missfortune,leblanc,maokai,kalista,gangplank,kaisa,mordekaiser,kayle,thresh,varus,nautilus
81,10.4,Red,ornn,sett,varus,senna,missfortune,kalista,reksai,renekton,elise,nautilus,gangplank,kaisa,lucian,xayah,tristana,mordekaiser,pantheon,rakan
82,10.4,Blue,syndra,senna,elise,kalista,leblanc,zoe,orianna,reksai,aphelios,jarvaniv,mordekaiser,missfortune,qiyana,cassiopeia,neeko,nautilus,ornn,pyke
83,10.4,Red,renekton,senna,zoe,sett,elise,pantheon,reksai,syndra,aphelios,ornn,nautilus,sylas,thresh,mordekaiser,aatrox,leona,rumble,leblanc
84,10.4,Red,senna,sett,ornn,zoe,azir,kalista,aphelios,pantheon,leesin,orianna,thresh,elise,leona,gragas,rumble,aatrox,neeko,mordekaiser
85,10.4,Red,ornn,sett,senna,renekton,kled,aatrox,missfortune,nautilus,ekko,pantheon,kalista,rumble,varus,sylas,poppy,ezreal,leona,azir
86,10.4,Red,leesin,sett,ornn,renekton,senna,kalista,aatrox,varus,thresh,zoe,olaf,pantheon,fiora,rumble,jarvaniv,irelia,sejuani,kassadin
87,10.4,Blue,reksai,olaf,sejuani,sett,ornn,aphelios,jarvaniv,missfortune,thresh,trundle,leblanc,fiora,mordekaiser,rumble,aatrox,azir,kennen,zoe
88,10.4,Red,reksai,olaf,sejuani,sett,ornn,aphelios,jarvaniv,missfortune,azir,thresh,leesin,rumble,trundle,leblanc,zoe,aatrox,gragas,fiora
89,10.4,Blue,reksai,olaf,sejuani,sett,ornn,renekton,jarvaniv,mordekaiser,aphelios,thresh,elise,rumble,leesin,nautilus,braum,azir,trundle,zoe
90,10.4,Red,kindred,sett,sylas,aphelios,leesin,ornn,leblanc,mordekaiser,jarvaniv,missfortune,rumble,thresh,zoe,caitlyn,xayah,galio,rakan,nautilus
91,10.4,Blue,ornn,kindred,elise,aphelios,varus,senna,jarvaniv,rumble,sylas,tahmkench,leesin,ezreal,olaf,caitlyn,lulu,azir,renekton,kogmaw
92,10.4,Blue,kindred,sett,leesin,senna,sylas,aphelios,leona,ornn,aatrox,jarvaniv,braum,leblanc,thresh,olaf,zoe,rakan,rumble,reksai
93,10.4,Red,leblanc,olaf,senna,ornn,aphelios,elise,leesin,zoe,missfortune,nautilus,pantheon,thresh,qiyana,morgana,tahmkench,camille,varus,renekton
94,10.4,Blue,olaf,sett,ornn,senna,reksai,elise,jarvaniv,missfortune,caitlyn,leblanc,morgana,maokai,thresh,nautilus,leona,renekton,tahmkench,quinn
95,10.4,Blue,senna,elise,leblanc,aphelios,sett,olaf,leesin,missfortune,karma,ornn,yuumi,zoe,varus,mordekaiser,aatrox,ezreal,leona,syndra
96,10.4,Blue,zoe,rumble,senna,thresh,taliyah,sett,elise,renekton,aphelios,azir,nautilus,irelia,morgana,pantheon,kalista,ornn,reksai,lucian
97,10.4,Blue,zoe,rumble,senna,thresh,taliyah,ornn,jarvaniv,missfortune,aphelios,nautilus,elise,aatrox,olaf,sylas,mordekaiser,azir,reksai,leblanc
98,10.4,Blue,elise,aphelios,zoe,senna,sett,ornn,jarvaniv,missfortune,thresh,varus,pantheon,rumble,leblanc,sylas,gangplank,leesin,maokai,azir
99,10.4,Red,ornn,elise,gragas,sett,olaf,reksai,jarvaniv,senna,varus,zoe,yuumi,leblanc,leona,rumble,lissandra,renekton,thresh,mordekaiser
100,10.4,Blue,elise,ornn,renekton,sett,senna,aphelios,missfortune,nautilus,leesin,leona,leblanc,olaf,sylas,jarvaniv,aatrox,kennen,syndra,gragas
101,10.4,Blue,elise,ornn,renekton,sett,senna,aphelios,jarvaniv,missfortune,leesin,nautilus,zoe,leona,leblanc,thresh,braum,aatrox,sylas,kennen
102,10.4,Red,leblanc,pantheon,senna,sett,kalista,aphelios,ezreal,neeko,olaf,zoe,yuumi,quinn,renekton,sylas,lucian,ornn,thresh,tahmkench
103,10.4,Blue,leblanc,pantheon,senna,sett,kalista,aphelios,jarvaniv,varus,olaf,rumble,nautilus,sylas,leona,quinn,syndra,blitzcrank,renekton,kennen
104,10.4,Red,leblanc,pantheon,senna,sett,kalista,olaf,aphelios,leesin,missfortune,nautilus,irelia,syndra,zoe,lucian,rumble,mordekaiser,taliyah,orianna
105,10.4,Red,sett,reksai,ornn,elise,olaf,senna,jarvaniv,missfortune,maokai,nautilus,qiyana,leblanc,gragas,zoe,kassadin,lucian,sylas,leona
106,10.4,Red,ornn,reksai,sett,elise,olaf,senna,jarvaniv,missfortune,maokai,nautilus,qiyana,leblanc,sejuani,zoe,leona,azir,graves,kassadin
107,10.4,Red,reksai,olaf,jarvaniv,sett,senna,aphelios,renekton,sejuani,leesin,rumble,thresh,leona,mordekaiser,sylas,nautilus,maokai,morgana,azir
108,10.4,Red,reksai,senna,jarvaniv,olaf,ornn,aphelios,renekton,sejuani,leesin,thresh,quinn,blitzcrank,leblanc,nautilus,braum,mordekaiser,rumble,sylas
109,10.4,Blue,sett,elise,senna,aphelios,olaf,missfortune,jarvaniv,ornn,aatrox,sylas,leblanc,kalista,irelia,leona,ezreal,lucian,thresh,tahmkench
110,10.4,Red,karma,sett,ornn,senna,leblanc,elise,leesin,renekton,aatrox,zoe,kalista,thresh,varus,morgana,missfortune,leona,lucian,nautilus
111,10.4,Red,nautilus,sett,pantheon,aphelios,olaf,senna,ornn,varus,jarvaniv,tahmkench,aatrox,braum,rumble,mordekaiser,yuumi,sylas,vladimir,kassadin
112,10.4,Red,nautilus,sett,pantheon,aphelios,olaf,elise,reksai,renekton,aatrox,missfortune,leona,thresh,senna,rumble,rakan,alistar,qiyana,sylas
113,10.4,Blue,ornn,sett,elise,aphelios,varus,renekton,missfortune,nautilus,ekko,pantheon,thresh,leesin,leona,olaf,reksai,kalista,taric,aatrox
114,10.4,Blue,ornn,olaf,gragas,sett,senna,aphelios,missfortune,nautilus,renekton,thresh,elise,leblanc,taliyah,zoe,leesin,jarvaniv,rumble,sylas
115,10.4,Red,zoe,sett,rumble,ornn,varus,senna,aphelios,olaf,leblanc,leesin,tahmkench,nautilus,mordekaiser,leona,aatrox,renekton,vayne,blitzcrank
116,10.4,Blue,olaf,sett,rumble,senna,pantheon,aphelios,elise,missfortune,leesin,nautilus,leblanc,renekton,irelia,qiyana,aatrox,gangplank,zoe,azir
117,10.4,Red,elise,sett,senna,aphelios,olaf,missfortune,jarvaniv,ornn,sejuani,sylas,fiora,varus,rumble,kalista,jhin,nautilus,qiyana,tahmkench
118,10.4,Red,elise,sett,senna,aphelios,azir,ornn,missfortune,olaf,ezreal,leona,trundle,zoe,jarvaniv,syndra,janna,lucian,nunu,lissandra
119,10.4,Red,sett,yuumi,ornn,olaf,pantheon,aphelios,senna,tahmkench,nautilus,reksai,zoe,qiyana,leblanc,jarvaniv,poppy,aatrox,viktor,malphite
120,10.4,Blue,yuumi,sett,olaf,ornn,leesin,elise,aphelios,sejuani,senna,tahmkench,renekton,camille,zoe,irelia,aatrox,azir,qiyana,sylas
121,10.4,Blue,sett,yuumi,ornn,olaf,pantheon,aphelios,senna,tahmkench,elise,nautilus,qiyana,zoe,lucian,rumble,leblanc,aatrox,lissandra,mordekaiser
122,10.4,Red,rumble,aphelios,jarvaniv,elise,sett,ornn,leesin,missfortune,bard,lucian,gragas,mordekaiser,reksai,cassiopeia,poppy,sylas,trundle,leblanc
123,10.4,Blue,elise,rumble,gragas,aphelios,senna,sett,olaf,ornn,missfortune,thresh,leesin,leblanc,taliyah,zoe,bard,karthus,pantheon,sylas
124,10.4,Blue,elise,sylas,sett,aphelios,pantheon,kalista,missfortune,reksai,jarvaniv,varus,braum,leblanc,rumble,ornn,kennen,syndra,thresh,ekko
125,10.4,Blue,elise,sylas,sett,aphelios,pantheon,kalista,missfortune,ornn,olaf,rumble,braum,leblanc,varus,nautilus,leona,ezreal,yuumi,zoe
126,10.4,Blue,ornn,olaf,lucian,sett,senna,renekton,elise,zoe,kalista,thresh,jarvaniv,aphelios,gragas,missfortune,varus,leblanc,leesin,poppy
127,10.4,Red,olaf,ornn,varus,aphelios,leblanc,senna,missfortune,sett,jarvaniv,zoe,renekton,irelia,kennen,pantheon,nautilus,galio,mordekaiser,yasuo
128,10.4,Blue,leblanc,sett,senna,olaf,aatrox,ornn,leesin,zoe,missfortune,reksai,gangplank,kalista,sylas,caitlyn,varus,nautilus,rumble,leona
129,10.4,Blue,olaf,senna,reksai,sett,ornn,aphelios,leesin,missfortune,elise,zoe,renekton,gangplank,fiora,mordekaiser,aatrox,irelia,nautilus,leona
130,10.4,Blue,leblanc,sett,senna,aphelios,aatrox,ornn,jarvaniv,missfortune,kalista,leesin,zoe,mordekaiser,taric,leona,gangplank,corki,nautilus,braum
131,10.4,Red,olaf,aphelios,leesin,senna,ornn,missfortune,jarvaniv,rumble,aatrox,elise,leona,tahmkench,pantheon,braum,maokai,azir,nautilus,thresh
132,10.4,Red,senna,sett,ornn,aphelios,olaf,rumble,jarvaniv,missfortune,kalista,lucian,thresh,aatrox,reksai,leblanc,renekton,braum,sejuani,azir
133,10.4,Red,olaf,aphelios,leesin,sett,mordekaiser,ornn,missfortune,rumble,ezreal,yuumi,reksai,thresh,elise,nautilus,bard,gragas,renekton,maokai
134,10.4,Red,senna,ornn,renekton,aphelios,olaf,elise,leesin,missfortune,mordekaiser,varus,pantheon,cassiopeia,irelia,zilean,nautilus,qiyana,thresh,lissandra
135,10.4,Blue,mordekaiser,senna,ornn,sett,elise,aphelios,gragas,missfortune,nautilus,renekton,ekko,kennen,nidalee,yasuo,pantheon,cassiopeia,leesin,gnar
136,10.4,Blue,elise,rumble,senna,pantheon,olaf,sett,aphelios,ornn,braum,reksai,varus,irelia,kalista,viktor,yuumi,kaisa,zoe,diana
137,10.4,Blue,elise,rumble,senna,pantheon,olaf,sett,ornn,sejuani,aphelios,trundle,morgana,irelia,braum,thresh,leona,sylas,taric,azir
138,10.4,Red,senna,sett,nautilus,zoe,elise,aphelios,aatrox,missfortune,karma,kindred,mordekaiser,yasuo,thresh,pantheon,leona,rakan,renekton,sylas
139,10.4,Red,zoe,sett,elise,senna,olaf,leesin,aphelios,ornn,aatrox,missfortune,nautilus,karma,sylas,leblanc,leona,blitzcrank,rumble,mordekaiser
140,10.4,Blue,zoe,sett,elise,senna,olaf,leesin,aphelios,ornn,aatrox,missfortune,yuumi,jarvaniv,bard,azir,kindred,rakan,rumble,karma
141,10.4,Red,yuumi,pantheon,olaf,aphelios,varus,ornn,missfortune,sett,kalista,zoe,jarvaniv,leblanc,camille,azir,diana,braum,reksai,leona
142,10.4,Blue,pantheon,aphelios,ornn,yuumi,varus,sett,ezreal,olaf,leesin,zoe,kalista,bard,caitlyn,tahmkench,janna,leona,missfortune,alistar
143,10.4,Blue,yuumi,pantheon,olaf,reksai,varus,senna,aphelios,leesin,ornn,tahmkench,jarvaniv,mordekaiser,gragas,sylas,leblanc,camille,lissandra,aatrox
144,10.1,Red,gragas,akali,braum,renekton,senna,elise,leesin,varus,aphelios,nautilus,qiyana,rumble,gangplank,mordekaiser,ornn,pantheon,vladimir,viktor
145,10.1,Blue,renekton,akali,missfortune,gragas,aphelios,senna,leesin,lucian,braum,reksai,zoe,leblanc,kennen,rumble,aatrox,mordekaiser,orianna,sylas
146,10.1,Blue,gragas,akali,lucian,renekton,qiyana,leesin,jarvaniv,missfortune,leona,senna,leblanc,gangplank,ornn,rumble,zoe,aatrox,diana,jax
147,10.1,Blue,leblanc,akali,irelia,mordekaiser,renekton,lucian,aphelios,qiyana,elise,leona,ornn,gragas,jayce,vladimir,cassiopeia,kennen,missfortune,camille
148,10.1,Blue,zilean,akali,aurelionsol,mordekaiser,aphelios,rumble,leona,missfortune,jarvaniv,lucian,thresh,reksai,ornn,leesin,qiyana,nautilus,renekton,jax
149,10.1,Red,aurelionsol,akali,cassiopeia,mordekaiser,elise,rumble,aphelios,leona,braum,senna,ornn,nidalee,irelia,gragas,jarvaniv,aatrox,qiyana,zilean
150,10.1,Blue,rakan,akali,lucian,aphelios,elise,rumble,missfortune,reksai,braum,senna,gragas,leblanc,gangplank,zoe,leona,aatrox,nocturne,sylas
151,10.1,Red,qiyana,akali,rumble,lucian,elise,missfortune,aphelios,gragas,leblanc,leesin,shen,fiora,rakan,camille,leona,aatrox,morgana,gangplank
152,10.1,Red,pantheon,akali,senna,aphelios,elise,lucian,missfortune,reksai,braum,varus,zoe,mordekaiser,leblanc,irelia,rakan,aatrox,gragas,renekton
153,10.1,Red,gragas,akali,pantheon,lucian,leblanc,qiyana,aphelios,nautilus,braum,missfortune,elise,leesin,renekton,jarvaniv,rakan,gangplank,zoe,reksai
154,10.1,Blue,elise,gragas,lucian,leblanc,rumble,qiyana,aphelios,olaf,braum,varus,mordekaiser,thresh,taliyah,irelia,ornn,nidalee,sett,leona
155,10.1,Blue,jarvaniv,akali,gragas,elise,qiyana,zoe,missfortune,olaf,leesin,senna,gangplank,nautilus,tahmkench,leona,braum,mordekaiser,rakan,ornn
156,10.1,Red,elise,akali,gangplank,jarvaniv,qiyana,aphelios,gragas,lucian,reksai,rumble,braum,leona,ornn,mordekaiser,nautilus,sett,thresh,vladimir
157,10.1,Blue,lucian,senna,elise,aphelios,akali,rumble,nautilus,qiyana,jarvaniv,missfortune,cassiopeia,braum,thresh,tahmkench,kaisa,kennen,leona,camille
158,10.1,Blue,olaf,akali,senna,lucian,rumble,aphelios,missfortune,qiyana,leesin,nautilus,gangplank,thresh,aatrox,gragas,leona,braum,fiora,cassiopeia
